,H1 Path,H1 Moves,H1 Visited nodes,H1 Unvisited nodes,H2 Path,H2 Moves,H2 Visited nodes,H2 Unvisited nodes,H3 Path,H3 Moves,H3 Visited nodes,H3 Unvisited nodes
0,"[[[3, 8, 1], [6, 5, 7], [4, 0, 2]], [[3, 8, 1], [6, 5, 7], [4, 2, 0]], [[3, 8, 1], [6, 5, 0], [4, 2, 7]], [[3, 8, 1], [6, 0, 5], [4, 2, 7]], [[3, 0, 1], [6, 8, 5], [4, 2, 7]], [[3, 1, 0], [6, 8, 5], [4, 2, 7]], [[3, 1, 5], [6, 8, 0], [4, 2, 7]], [[3, 1, 5], [6, 0, 8], [4, 2, 7]], [[3, 1, 5], [6, 2, 8], [4, 0, 7]], [[3, 1, 5], [6, 2, 8], [0, 4, 7]], [[3, 1, 5], [0, 2, 8], [6, 4, 7]], [[0, 1, 5], [3, 2, 8], [6, 4, 7]], [[1, 0, 5], [3, 2, 8], [6, 4, 7]], [[1, 2, 5], [3, 0, 8], [6, 4, 7]], [[1, 2, 5], [3, 4, 8], [6, 0, 7]], [[1, 2, 5], [3, 4, 8], [6, 7, 0]], [[1, 2, 5], [3, 4, 0], [6, 7, 8]], [[1, 2, 0], [3, 4, 5], [6, 7, 8]], [[1, 0, 2], [3, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",19,1601,934,"[[[3, 8, 1], [6, 5, 7], [4, 0, 2]], [[3, 8, 1], [6, 5, 7], [4, 2, 0]], [[3, 8, 1], [6, 5, 0], [4, 2, 7]], [[3, 8, 1], [6, 0, 5], [4, 2, 7]], [[3, 0, 1], [6, 8, 5], [4, 2, 7]], [[3, 1, 0], [6, 8, 5], [4, 2, 7]], [[3, 1, 5], [6, 8, 0], [4, 2, 7]], [[3, 1, 5], [6, 0, 8], [4, 2, 7]], [[3, 1, 5], [6, 2, 8], [4, 0, 7]], [[3, 1, 5], [6, 2, 8], [0, 4, 7]], [[3, 1, 5], [0, 2, 8], [6, 4, 7]], [[0, 1, 5], [3, 2, 8], [6, 4, 7]], [[1, 0, 5], [3, 2, 8], [6, 4, 7]], [[1, 2, 5], [3, 0, 8], [6, 4, 7]], [[1, 2, 5], [3, 4, 8], [6, 0, 7]], [[1, 2, 5], [3, 4, 8], [6, 7, 0]], [[1, 2, 5], [3, 4, 0], [6, 7, 8]], [[1, 2, 0], [3, 4, 5], [6, 7, 8]], [[1, 0, 2], [3, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",19,358,214,"[[[3, 8, 1], [6, 5, 7], [4, 0, 2]], [[3, 8, 1], [6, 0, 7], [4, 5, 2]], [[3, 8, 1], [0, 6, 7], [4, 5, 2]], [[3, 8, 1], [4, 6, 7], [0, 5, 2]], [[3, 8, 1], [4, 6, 7], [5, 0, 2]], [[3, 8, 1], [4, 0, 7], [5, 6, 2]], [[3, 0, 1], [4, 8, 7], [5, 6, 2]], [[0, 3, 1], [4, 8, 7], [5, 6, 2]], [[4, 3, 1], [0, 8, 7], [5, 6, 2]], [[4, 3, 1], [5, 8, 7], [0, 6, 2]], [[4, 3, 1], [5, 8, 7], [6, 0, 2]], [[4, 3, 1], [5, 0, 7], [6, 8, 2]], [[4, 3, 1], [5, 7, 0], [6, 8, 2]], [[4, 3, 1], [5, 7, 2], [6, 8, 0]], [[4, 3, 1], [5, 7, 2], [6, 0, 8]], [[4, 3, 1], [5, 0, 2], [6, 7, 8]], [[4, 3, 1], [0, 5, 2], [6, 7, 8]], [[0, 3, 1], [4, 5, 2], [6, 7, 8]], [[3, 0, 1], [4, 5, 2], [6, 7, 8]], [[3, 1, 0], [4, 5, 2], [6, 7, 8]], [[3, 1, 2], [4, 5, 0], [6, 7, 8]], [[3, 1, 2], [4, 0, 5], [6, 7, 8]], [[3, 1, 2], [0, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",23,1427,863
1,"[[[6, 8, 3], [7, 4, 2], [1, 0, 5]], [[6, 8, 3], [7, 4, 2], [0, 1, 5]], [[6, 8, 3], [0, 4, 2], [7, 1, 5]], [[0, 8, 3], [6, 4, 2], [7, 1, 5]], [[8, 0, 3], [6, 4, 2], [7, 1, 5]], [[8, 3, 0], [6, 4, 2], [7, 1, 5]], [[8, 3, 2], [6, 4, 0], [7, 1, 5]], [[8, 3, 2], [6, 0, 4], [7, 1, 5]], [[8, 3, 2], [6, 1, 4], [7, 0, 5]], [[8, 3, 2], [6, 1, 4], [0, 7, 5]], [[8, 3, 2], [0, 1, 4], [6, 7, 5]], [[0, 3, 2], [8, 1, 4], [6, 7, 5]], [[3, 0, 2], [8, 1, 4], [6, 7, 5]], [[3, 1, 2], [8, 0, 4], [6, 7, 5]], [[3, 1, 2], [0, 8, 4], [6, 7, 5]], [[3, 1, 2], [6, 8, 4], [0, 7, 5]], [[3, 1, 2], [6, 8, 4], [7, 0, 5]], [[3, 1, 2], [6, 0, 4], [7, 8, 5]], [[3, 1, 2], [6, 4, 0], [7, 8, 5]], [[3, 1, 2], [6, 4, 5], [7, 8, 0]], [[3, 1, 2], [6, 4, 5], [7, 0, 8]], [[3, 1, 2], [6, 4, 5], [0, 7, 8]], [[3, 1, 2], [0, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",23,9772,5157,"[[[6, 8, 3], [7, 4, 2], [1, 0, 5]], [[6, 8, 3], [7, 0, 2], [1, 4, 5]], [[6, 0, 3], [7, 8, 2], [1, 4, 5]], [[6, 3, 0], [7, 8, 2], [1, 4, 5]], [[6, 3, 2], [7, 8, 0], [1, 4, 5]], [[6, 3, 2], [7, 8, 5], [1, 4, 0]], [[6, 3, 2], [7, 8, 5], [1, 0, 4]], [[6, 3, 2], [7, 8, 5], [0, 1, 4]], [[6, 3, 2], [0, 8, 5], [7, 1, 4]], [[0, 3, 2], [6, 8, 5], [7, 1, 4]], [[3, 0, 2], [6, 8, 5], [7, 1, 4]], [[3, 2, 0], [6, 8, 5], [7, 1, 4]], [[3, 2, 5], [6, 8, 0], [7, 1, 4]], [[3, 2, 5], [6, 0, 8], [7, 1, 4]], [[3, 2, 5], [6, 1, 8], [7, 0, 4]], [[3, 2, 5], [6, 1, 8], [7, 4, 0]], [[3, 2, 5], [6, 1, 0], [7, 4, 8]], [[3, 2, 0], [6, 1, 5], [7, 4, 8]], [[3, 0, 2], [6, 1, 5], [7, 4, 8]], [[3, 1, 2], [6, 0, 5], [7, 4, 8]], [[3, 1, 2], [6, 4, 5], [7, 0, 8]], [[3, 1, 2], [6, 4, 5], [0, 7, 8]], [[3, 1, 2], [0, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",23,796,453,"[[[6, 8, 3], [7, 4, 2], [1, 0, 5]], [[6, 8, 3], [7, 0, 2], [1, 4, 5]], [[6, 0, 3], [7, 8, 2], [1, 4, 5]], [[0, 6, 3], [7, 8, 2], [1, 4, 5]], [[7, 6, 3], [0, 8, 2], [1, 4, 5]], [[7, 6, 3], [1, 8, 2], [0, 4, 5]], [[7, 6, 3], [1, 8, 2], [4, 0, 5]], [[7, 6, 3], [1, 0, 2], [4, 8, 5]], [[7, 0, 3], [1, 6, 2], [4, 8, 5]], [[7, 3, 0], [1, 6, 2], [4, 8, 5]], [[7, 3, 2], [1, 6, 0], [4, 8, 5]], [[7, 3, 2], [1, 6, 5], [4, 8, 0]], [[7, 3, 2], [1, 6, 5], [4, 0, 8]], [[7, 3, 2], [1, 0, 5], [4, 6, 8]], [[7, 3, 2], [0, 1, 5], [4, 6, 8]], [[0, 3, 2], [7, 1, 5], [4, 6, 8]], [[3, 0, 2], [7, 1, 5], [4, 6, 8]], [[3, 1, 2], [7, 0, 5], [4, 6, 8]], [[3, 1, 2], [0, 7, 5], [4, 6, 8]], [[3, 1, 2], [4, 7, 5], [0, 6, 8]], [[3, 1, 2], [4, 7, 5], [6, 0, 8]], [[3, 1, 2], [4, 0, 5], [6, 7, 8]], [[3, 1, 2], [0, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",23,761,510
2,"[[[7, 2, 5], [4, 1, 0], [6, 8, 3]], [[7, 2, 5], [4, 1, 3], [6, 8, 0]], [[7, 2, 5], [4, 1, 3], [6, 0, 8]], [[7, 2, 5], [4, 1, 3], [0, 6, 8]], [[7, 2, 5], [0, 1, 3], [4, 6, 8]], [[7, 2, 5], [1, 0, 3], [4, 6, 8]], [[7, 2, 5], [1, 3, 0], [4, 6, 8]], [[7, 2, 0], [1, 3, 5], [4, 6, 8]], [[7, 0, 2], [1, 3, 5], [4, 6, 8]], [[0, 7, 2], [1, 3, 5], [4, 6, 8]], [[1, 7, 2], [0, 3, 5], [4, 6, 8]], [[1, 7, 2], [3, 0, 5], [4, 6, 8]], [[1, 0, 2], [3, 7, 5], [4, 6, 8]], [[0, 1, 2], [3, 7, 5], [4, 6, 8]], [[3, 1, 2], [0, 7, 5], [4, 6, 8]], [[3, 1, 2], [4, 7, 5], [0, 6, 8]], [[3, 1, 2], [4, 7, 5], [6, 0, 8]], [[3, 1, 2], [4, 0, 5], [6, 7, 8]], [[3, 1, 2], [0, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",19,1719,1009,"[[[7, 2, 5], [4, 1, 0], [6, 8, 3]], [[7, 2, 5], [4, 1, 3], [6, 8, 0]], [[7, 2, 5], [4, 1, 3], [6, 0, 8]], [[7, 2, 5], [4, 1, 3], [0, 6, 8]], [[7, 2, 5], [0, 1, 3], [4, 6, 8]], [[7, 2, 5], [1, 0, 3], [4, 6, 8]], [[7, 2, 5], [1, 3, 0], [4, 6, 8]], [[7, 2, 0], [1, 3, 5], [4, 6, 8]], [[7, 0, 2], [1, 3, 5], [4, 6, 8]], [[0, 7, 2], [1, 3, 5], [4, 6, 8]], [[1, 7, 2], [0, 3, 5], [4, 6, 8]], [[1, 7, 2], [3, 0, 5], [4, 6, 8]], [[1, 0, 2], [3, 7, 5], [4, 6, 8]], [[0, 1, 2], [3, 7, 5], [4, 6, 8]], [[3, 1, 2], [0, 7, 5], [4, 6, 8]], [[3, 1, 2], [4, 7, 5], [0, 6, 8]], [[3, 1, 2], [4, 7, 5], [6, 0, 8]], [[3, 1, 2], [4, 0, 5], [6, 7, 8]], [[3, 1, 2], [0, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",19,257,155,"[[[7, 2, 5], [4, 1, 0], [6, 8, 3]], [[7, 2, 0], [4, 1, 5], [6, 8, 3]], [[7, 0, 2], [4, 1, 5], [6, 8, 3]], [[0, 7, 2], [4, 1, 5], [6, 8, 3]], [[4, 7, 2], [0, 1, 5], [6, 8, 3]], [[4, 7, 2], [1, 0, 5], [6, 8, 3]], [[4, 0, 2], [1, 7, 5], [6, 8, 3]], [[4, 2, 0], [1, 7, 5], [6, 8, 3]], [[4, 2, 5], [1, 7, 0], [6, 8, 3]], [[4, 2, 5], [1, 7, 3], [6, 8, 0]], [[4, 2, 5], [1, 7, 3], [6, 0, 8]], [[4, 2, 5], [1, 0, 3], [6, 7, 8]], [[4, 2, 5], [1, 3, 0], [6, 7, 8]], [[4, 2, 0], [1, 3, 5], [6, 7, 8]], [[4, 0, 2], [1, 3, 5], [6, 7, 8]], [[0, 4, 2], [1, 3, 5], [6, 7, 8]], [[1, 4, 2], [0, 3, 5], [6, 7, 8]], [[1, 4, 2], [3, 0, 5], [6, 7, 8]], [[1, 0, 2], [3, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",19,281,190
3,"[[[1, 4, 2], [5, 8, 0], [3, 6, 7]], [[1, 4, 2], [5, 0, 8], [3, 6, 7]], [[1, 4, 2], [0, 5, 8], [3, 6, 7]], [[1, 4, 2], [3, 5, 8], [0, 6, 7]], [[1, 4, 2], [3, 5, 8], [6, 0, 7]], [[1, 4, 2], [3, 5, 8], [6, 7, 0]], [[1, 4, 2], [3, 5, 0], [6, 7, 8]], [[1, 4, 2], [3, 0, 5], [6, 7, 8]], [[1, 0, 2], [3, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",9,21,16,"[[[1, 4, 2], [5, 8, 0], [3, 6, 7]], [[1, 4, 2], [5, 0, 8], [3, 6, 7]], [[1, 4, 2], [0, 5, 8], [3, 6, 7]], [[1, 4, 2], [3, 5, 8], [0, 6, 7]], [[1, 4, 2], [3, 5, 8], [6, 0, 7]], [[1, 4, 2], [3, 5, 8], [6, 7, 0]], [[1, 4, 2], [3, 5, 0], [6, 7, 8]], [[1, 4, 2], [3, 0, 5], [6, 7, 8]], [[1, 0, 2], [3, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",9,12,11,"[[[1, 4, 2], [5, 8, 0], [3, 6, 7]], [[1, 4, 2], [5, 0, 8], [3, 6, 7]], [[1, 4, 2], [0, 5, 8], [3, 6, 7]], [[1, 4, 2], [3, 5, 8], [0, 6, 7]], [[1, 4, 2], [3, 5, 8], [6, 0, 7]], [[1, 4, 2], [3, 5, 8], [6, 7, 0]], [[1, 4, 2], [3, 5, 0], [6, 7, 8]], [[1, 4, 2], [3, 0, 5], [6, 7, 8]], [[1, 0, 2], [3, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",9,11,11
4,"[[[7, 2, 6], [5, 0, 1], [3, 4, 8]], [[7, 0, 6], [5, 2, 1], [3, 4, 8]], [[7, 6, 0], [5, 2, 1], [3, 4, 8]], [[7, 6, 1], [5, 2, 0], [3, 4, 8]], [[7, 6, 1], [5, 0, 2], [3, 4, 8]], [[7, 6, 1], [0, 5, 2], [3, 4, 8]], [[0, 6, 1], [7, 5, 2], [3, 4, 8]], [[6, 0, 1], [7, 5, 2], [3, 4, 8]], [[6, 1, 0], [7, 5, 2], [3, 4, 8]], [[6, 1, 2], [7, 5, 0], [3, 4, 8]], [[6, 1, 2], [7, 0, 5], [3, 4, 8]], [[6, 1, 2], [7, 4, 5], [3, 0, 8]], [[6, 1, 2], [7, 4, 5], [0, 3, 8]], [[6, 1, 2], [0, 4, 5], [7, 3, 8]], [[0, 1, 2], [6, 4, 5], [7, 3, 8]], [[1, 0, 2], [6, 4, 5], [7, 3, 8]], [[1, 4, 2], [6, 0, 5], [7, 3, 8]], [[1, 4, 2], [6, 3, 5], [7, 0, 8]], [[1, 4, 2], [6, 3, 5], [0, 7, 8]], [[1, 4, 2], [0, 3, 5], [6, 7, 8]], [[1, 4, 2], [3, 0, 5], [6, 7, 8]], [[1, 0, 2], [3, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",22,7200,3955,"[[[7, 2, 6], [5, 0, 1], [3, 4, 8]], [[7, 0, 6], [5, 2, 1], [3, 4, 8]], [[7, 6, 0], [5, 2, 1], [3, 4, 8]], [[7, 6, 1], [5, 2, 0], [3, 4, 8]], [[7, 6, 1], [5, 0, 2], [3, 4, 8]], [[7, 0, 1], [5, 6, 2], [3, 4, 8]], [[0, 7, 1], [5, 6, 2], [3, 4, 8]], [[5, 7, 1], [0, 6, 2], [3, 4, 8]], [[5, 7, 1], [3, 6, 2], [0, 4, 8]], [[5, 7, 1], [3, 6, 2], [4, 0, 8]], [[5, 7, 1], [3, 0, 2], [4, 6, 8]], [[5, 0, 1], [3, 7, 2], [4, 6, 8]], [[0, 5, 1], [3, 7, 2], [4, 6, 8]], [[3, 5, 1], [0, 7, 2], [4, 6, 8]], [[3, 5, 1], [4, 7, 2], [0, 6, 8]], [[3, 5, 1], [4, 7, 2], [6, 0, 8]], [[3, 5, 1], [4, 0, 2], [6, 7, 8]], [[3, 0, 1], [4, 5, 2], [6, 7, 8]], [[3, 1, 0], [4, 5, 2], [6, 7, 8]], [[3, 1, 2], [4, 5, 0], [6, 7, 8]], [[3, 1, 2], [4, 0, 5], [6, 7, 8]], [[3, 1, 2], [0, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",22,454,268,"[[[7, 2, 6], [5, 0, 1], [3, 4, 8]], [[7, 0, 6], [5, 2, 1], [3, 4, 8]], [[7, 6, 0], [5, 2, 1], [3, 4, 8]], [[7, 6, 1], [5, 2, 0], [3, 4, 8]], [[7, 6, 1], [5, 0, 2], [3, 4, 8]], [[7, 6, 1], [0, 5, 2], [3, 4, 8]], [[0, 6, 1], [7, 5, 2], [3, 4, 8]], [[6, 0, 1], [7, 5, 2], [3, 4, 8]], [[6, 1, 0], [7, 5, 2], [3, 4, 8]], [[6, 1, 2], [7, 5, 0], [3, 4, 8]], [[6, 1, 2], [7, 0, 5], [3, 4, 8]], [[6, 1, 2], [7, 4, 5], [3, 0, 8]], [[6, 1, 2], [7, 4, 5], [0, 3, 8]], [[6, 1, 2], [0, 4, 5], [7, 3, 8]], [[0, 1, 2], [6, 4, 5], [7, 3, 8]], [[1, 0, 2], [6, 4, 5], [7, 3, 8]], [[1, 4, 2], [6, 0, 5], [7, 3, 8]], [[1, 4, 2], [6, 3, 5], [7, 0, 8]], [[1, 4, 2], [6, 3, 5], [0, 7, 8]], [[1, 4, 2], [0, 3, 5], [6, 7, 8]], [[1, 4, 2], [3, 0, 5], [6, 7, 8]], [[1, 0, 2], [3, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",22,1225,752
5,"[[[7, 8, 4], [0, 1, 3], [6, 2, 5]], [[7, 8, 4], [1, 0, 3], [6, 2, 5]], [[7, 0, 4], [1, 8, 3], [6, 2, 5]], [[0, 7, 4], [1, 8, 3], [6, 2, 5]], [[1, 7, 4], [0, 8, 3], [6, 2, 5]], [[1, 7, 4], [6, 8, 3], [0, 2, 5]], [[1, 7, 4], [6, 8, 3], [2, 0, 5]], [[1, 7, 4], [6, 0, 3], [2, 8, 5]], [[1, 7, 4], [6, 3, 0], [2, 8, 5]], [[1, 7, 4], [6, 3, 5], [2, 8, 0]], [[1, 7, 4], [6, 3, 5], [2, 0, 8]], [[1, 7, 4], [6, 3, 5], [0, 2, 8]], [[1, 7, 4], [0, 3, 5], [6, 2, 8]], [[1, 7, 4], [3, 0, 5], [6, 2, 8]], [[1, 7, 4], [3, 2, 5], [6, 0, 8]], [[1, 7, 4], [3, 2, 5], [6, 8, 0]], [[1, 7, 4], [3, 2, 0], [6, 8, 5]], [[1, 7, 4], [3, 0, 2], [6, 8, 5]], [[1, 0, 4], [3, 7, 2], [6, 8, 5]], [[1, 4, 0], [3, 7, 2], [6, 8, 5]], [[1, 4, 2], [3, 7, 0], [6, 8, 5]], [[1, 4, 2], [3, 7, 5], [6, 8, 0]], [[1, 4, 2], [3, 7, 5], [6, 0, 8]], [[1, 4, 2], [3, 0, 5], [6, 7, 8]], [[1, 0, 2], [3, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",25,23774,10830,"[[[7, 8, 4], [0, 1, 3], [6, 2, 5]], [[7, 8, 4], [1, 0, 3], [6, 2, 5]], [[7, 8, 4], [1, 2, 3], [6, 0, 5]], [[7, 8, 4], [1, 2, 3], [6, 5, 0]], [[7, 8, 4], [1, 2, 0], [6, 5, 3]], [[7, 8, 4], [1, 0, 2], [6, 5, 3]], [[7, 0, 4], [1, 8, 2], [6, 5, 3]], [[7, 4, 0], [1, 8, 2], [6, 5, 3]], [[7, 4, 2], [1, 8, 0], [6, 5, 3]], [[7, 4, 2], [1, 8, 3], [6, 5, 0]], [[7, 4, 2], [1, 8, 3], [6, 0, 5]], [[7, 4, 2], [1, 0, 3], [6, 8, 5]], [[7, 4, 2], [1, 3, 0], [6, 8, 5]], [[7, 4, 0], [1, 3, 2], [6, 8, 5]], [[7, 0, 4], [1, 3, 2], [6, 8, 5]], [[0, 7, 4], [1, 3, 2], [6, 8, 5]], [[1, 7, 4], [0, 3, 2], [6, 8, 5]], [[1, 7, 4], [3, 0, 2], [6, 8, 5]], [[1, 0, 4], [3, 7, 2], [6, 8, 5]], [[1, 4, 0], [3, 7, 2], [6, 8, 5]], [[1, 4, 2], [3, 7, 0], [6, 8, 5]], [[1, 4, 2], [3, 7, 5], [6, 8, 0]], [[1, 4, 2], [3, 7, 5], [6, 0, 8]], [[1, 4, 2], [3, 0, 5], [6, 7, 8]], [[1, 0, 2], [3, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",25,2228,1234,"[[[7, 8, 4], [0, 1, 3], [6, 2, 5]], [[7, 8, 4], [1, 0, 3], [6, 2, 5]], [[7, 8, 4], [1, 3, 0], [6, 2, 5]], [[7, 8, 0], [1, 3, 4], [6, 2, 5]], [[7, 0, 8], [1, 3, 4], [6, 2, 5]], [[0, 7, 8], [1, 3, 4], [6, 2, 5]], [[1, 7, 8], [0, 3, 4], [6, 2, 5]], [[1, 7, 8], [3, 0, 4], [6, 2, 5]], [[1, 0, 8], [3, 7, 4], [6, 2, 5]], [[1, 8, 0], [3, 7, 4], [6, 2, 5]], [[1, 8, 4], [3, 7, 0], [6, 2, 5]], [[1, 8, 4], [3, 0, 7], [6, 2, 5]], [[1, 8, 4], [3, 2, 7], [6, 0, 5]], [[1, 8, 4], [3, 2, 7], [6, 5, 0]], [[1, 8, 4], [3, 2, 0], [6, 5, 7]], [[1, 8, 4], [3, 0, 2], [6, 5, 7]], [[1, 0, 4], [3, 8, 2], [6, 5, 7]], [[1, 4, 0], [3, 8, 2], [6, 5, 7]], [[1, 4, 2], [3, 8, 0], [6, 5, 7]], [[1, 4, 2], [3, 0, 8], [6, 5, 7]], [[1, 4, 2], [3, 5, 8], [6, 0, 7]], [[1, 4, 2], [3, 5, 8], [6, 7, 0]], [[1, 4, 2], [3, 5, 0], [6, 7, 8]], [[1, 4, 2], [3, 0, 5], [6, 7, 8]], [[1, 0, 2], [3, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",25,2344,1353
6,"[[[5, 0, 8], [3, 7, 1], [4, 6, 2]], [[5, 8, 0], [3, 7, 1], [4, 6, 2]], [[5, 8, 1], [3, 7, 0], [4, 6, 2]], [[5, 8, 1], [3, 0, 7], [4, 6, 2]], [[5, 0, 1], [3, 8, 7], [4, 6, 2]], [[0, 5, 1], [3, 8, 7], [4, 6, 2]], [[3, 5, 1], [0, 8, 7], [4, 6, 2]], [[3, 5, 1], [4, 8, 7], [0, 6, 2]], [[3, 5, 1], [4, 8, 7], [6, 0, 2]], [[3, 5, 1], [4, 0, 7], [6, 8, 2]], [[3, 5, 1], [4, 7, 0], [6, 8, 2]], [[3, 5, 1], [4, 7, 2], [6, 8, 0]], [[3, 5, 1], [4, 7, 2], [6, 0, 8]], [[3, 5, 1], [4, 0, 2], [6, 7, 8]], [[3, 0, 1], [4, 5, 2], [6, 7, 8]], [[3, 1, 0], [4, 5, 2], [6, 7, 8]], [[3, 1, 2], [4, 5, 0], [6, 7, 8]], [[3, 1, 2], [4, 0, 5], [6, 7, 8]], [[3, 1, 2], [0, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",19,1683,973,"[[[5, 0, 8], [3, 7, 1], [4, 6, 2]], [[5, 8, 0], [3, 7, 1], [4, 6, 2]], [[5, 8, 1], [3, 7, 0], [4, 6, 2]], [[5, 8, 1], [3, 0, 7], [4, 6, 2]], [[5, 0, 1], [3, 8, 7], [4, 6, 2]], [[0, 5, 1], [3, 8, 7], [4, 6, 2]], [[3, 5, 1], [0, 8, 7], [4, 6, 2]], [[3, 5, 1], [4, 8, 7], [0, 6, 2]], [[3, 5, 1], [4, 8, 7], [6, 0, 2]], [[3, 5, 1], [4, 0, 7], [6, 8, 2]], [[3, 5, 1], [4, 7, 0], [6, 8, 2]], [[3, 5, 1], [4, 7, 2], [6, 8, 0]], [[3, 5, 1], [4, 7, 2], [6, 0, 8]], [[3, 5, 1], [4, 0, 2], [6, 7, 8]], [[3, 0, 1], [4, 5, 2], [6, 7, 8]], [[3, 1, 0], [4, 5, 2], [6, 7, 8]], [[3, 1, 2], [4, 5, 0], [6, 7, 8]], [[3, 1, 2], [4, 0, 5], [6, 7, 8]], [[3, 1, 2], [0, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",19,194,116,"[[[5, 0, 8], [3, 7, 1], [4, 6, 2]], [[0, 5, 8], [3, 7, 1], [4, 6, 2]], [[3, 5, 8], [0, 7, 1], [4, 6, 2]], [[3, 5, 8], [4, 7, 1], [0, 6, 2]], [[3, 5, 8], [4, 7, 1], [6, 0, 2]], [[3, 5, 8], [4, 0, 1], [6, 7, 2]], [[3, 0, 8], [4, 5, 1], [6, 7, 2]], [[3, 8, 0], [4, 5, 1], [6, 7, 2]], [[3, 8, 1], [4, 5, 0], [6, 7, 2]], [[3, 8, 1], [4, 5, 2], [6, 7, 0]], [[3, 8, 1], [4, 5, 2], [6, 0, 7]], [[3, 8, 1], [4, 0, 2], [6, 5, 7]], [[3, 0, 1], [4, 8, 2], [6, 5, 7]], [[3, 1, 0], [4, 8, 2], [6, 5, 7]], [[3, 1, 2], [4, 8, 0], [6, 5, 7]], [[3, 1, 2], [4, 0, 8], [6, 5, 7]], [[3, 1, 2], [4, 5, 8], [6, 0, 7]], [[3, 1, 2], [4, 5, 8], [6, 7, 0]], [[3, 1, 2], [4, 5, 0], [6, 7, 8]], [[3, 1, 2], [4, 0, 5], [6, 7, 8]], [[3, 1, 2], [0, 4, 5], [6, 7, 8]], [[0, 1, 2], [3, 4, 5], [6, 7, 8]]]",21,520,318
